"file","line","level","heading","file_type","placement_verdict","placement_rationale","order_verdict","order_rationale","cluster_id","canonical_target","axis_verdict","dedup_action","nuance_items_retained","nuance_loss_risk","nuance_retention_status"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_root_docs_01.md","197","2","Requestor Review Gate","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","28","1","Workbook: Role Token Drift Audit and Standardization","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","30","2","Cold-Start Execution Contract","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","53","2","Pre-Execution Readiness Gate","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","63","2","Placement Decision Record","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","75","2","Ordered Execution Queue","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","77","3","Phase 1: Inventory (Agent — read/search only)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","91","3","Phase 2: Normalize Guides and Templates (Agent — L3 approved)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","99","3","Phase 3: Workflow and AGENTS.md Findings (Handoff — Level 4 gate)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","103","3","Phase 4: Validation","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","110","2","Scope and Authority","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","118","2","Execution Notes — Drift Analysis","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","120","3","Terminology Distinction (Critical)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","140","2","Drift Catalog (Phase 1 findings)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","158","2","Change Log (Phase 2 normalizations applied)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","168","2","Deferred Items (Level 4 findings — workflow files, no edits applied)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","181","2","Validation Commands","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","191","2","Verification Checklist","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","203","2","Selfcheck Results","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","216","2","Crosscheck Stop Marker","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_drift_01.md","224","2","Requestor Review Gate","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","40","1","Workbook: Template Section Reorganization and Execution Strategy Standard","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","42","2","Status Checklist","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","61","2","Approvals and Decisions","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","65","3","Pre-Authorized","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","76","3","Open Items (resolve in Phase 0)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","80","3","Locked Design Decisions","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","92","2","Ordered Execution Queue","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","96","3","Phase 0: Cold-Start and Pre-flight (Agent — Level 0)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","106","3","Phase 1: Inventory (Agent — Level 0)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","115","3","Phase 2: Define Revised Section Order (Agent)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","123","3","Phase 3: Workbook Template Drafts (Agent — iterate)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","135","3","Phase 4: Execution Strategy Block Standard (Agent)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","142","3","Phase 5: Bundle and Program README Drafts (Agent)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","151","3","Phase 6: Apply to Canonical Templates (Agent — L3 approved)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","157","3","Phase 7: Validation","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","162","3","Phase 8: Completion Finalization (Agent)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","168","3","Phase 9: Selfcheck","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","173","3","Phase 10: Crosscheck","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","181","2","Cold-Start Execution Contract","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","214","2","Pre-Execution Readiness Gate","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","224","2","Placement Decision Record","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","236","2","Design Principles for Revised Templates","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","333","2","Execution Strategy Block Standard (Draft)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","341","3","Execution Strategy Section Template","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","367","2","Proposed Revised Section Order (New Standard)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","405","2","Target Files","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","430","2","Validation Commands","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","440","2","Verification Checklist","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","456","2","Execution Notes","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","458","3","Session 2026-03-02 — Workbook Updated","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","469","2","Selfcheck Results","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","489","2","Crosscheck Stop Marker","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_template_reorg_01.md","497","2","Requestor Review Gate","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_retirement_01.md","28","1","Workbook: Retired Document Disposition","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_retirement_01.md","30","2","Cold-Start Execution Contract","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_retirement_01.md","59","2","Pre-Execution Readiness Gate","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_retirement_01.md","69","2","Placement Decision Record","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_retirement_01.md","81","2","Ordered Execution Queue","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_retirement_01.md","96","2","Disposition Plan (fill during Task 6 before Phase 2)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_retirement_01.md","105","2","Validation Commands","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_retirement_01.md","115","2","Verification Checklist","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_retirement_01.md","128","2","Selfcheck Results","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_retirement_01.md","143","2","Crosscheck Stop Marker","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_retirement_01.md","151","2","Requestor Review Gate","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_tokens_01.md","36","1","Workbook: Role Token Revision and Agent Delegation Standards","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_tokens_01.md","38","2","Status Checklist","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_tokens_01.md","52","2","Ordered Execution Queue","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_tokens_01.md","56","3","Phase 0: Cold-Start and Pre-flight (Agent — Level 0)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_tokens_01.md","66","3","Phase 1: L3 Guide Changes (Agent — authorized by requestor 2026-03-02)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_tokens_01.md","81","3","Phase 2: L4 Deferred Items (Logged — awaiting explicit authorization)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_tokens_01.md","96","3","Phase 3: Completion Finalization (Agent)","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_tokens_01.md","102","3","Phase 4: Selfcheck","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_tokens_01.md","107","3","Phase 5: Crosscheck","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_tokens_01.md","115","2","Cold-Start Execution Contract","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_tokens_01.md","129","2","Pre-Execution Readiness Gate","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_tokens_01.md","140","2","Placement Decision Record","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_tokens_01.md","152","2","Approved Role Token Renames","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"90_Sandbox/ai_workbooks/wp_oss_doc_visual_01_2026-03-02/wb_role_tokens_01.md","163","2","WB3 Deferred Items Resolution","workbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
